Date,Round,Player 1,Player 2,Score,Tournament,1st_serve_percentage_player1,1st_serve_percentage_player2,1st_serve_points_won_player1,1st_serve_points_won_player2,2nd_serve_points_won_player1,2nd_serve_points_won_player2,total_return_points_won_player1,total_return_points_won_player2,total_points_won_player1,total_points_won_player2,double_faults_player1,double_faults_player2,aces_player1,aces_player2,break_points_won_player1,break_points_won_player2
2011-01-04,,Novak Djokovic,Lleyton Hewitt,"6-2, 6-4",Perth,,,,,,,,,,,,,,,,
2011-01-06,,Novak Djokovic,Ruben Bemelmans,"6-3, 6-2",Perth,,,,,,,,,,,,,,,,
2011-01-17,1st round,Novak Djokovic,Marcel Granollers,"6-1, 6-3, 6-1",Melbourne,44/66,31/65,33/44,21/31,15/22,8/34,36/68,18/67,84/134,47/132,1,3,7,3,7/12,1/2
2011-01-19,2nd round,Novak Djokovic,Ivan Dodig,"7-5, 6-78, 6-0, 6-2",Melbourne,79/121,84/146,59/79,57/84,27/42,29/62,60/152,35/124,146/273,121/270,3,6,9,8,7/20,1/5
2011-01-21,3rd round,Novak Djokovic,Viktor Troicki,"6-2,    - retired",Melbourne,17/22,23/38,10/17,15/23,4/5,2/15,21/39,8/22,35/61,25/60,0,1,1,2,3/6,1/1
2011-01-23,4th round,Novak Djokovic,Nicolas Almagro,"6-3, 6-4, 6-0",Melbourne,56/75,46/78,48/56,28/46,9/19,14/32,36/78,18/75,93/153,60/153,4,2,12,5,5/13,0/3
2011-01-25,1/4,Novak Djokovic,Tomas Berdych,"6-1, 7-65, 6-1",Melbourne,62/91,51/96,51/62,36/51,12/29,16/45,44/96,28/91,107/187,80/187,1,5,10,5,5/10,1/2
2011-01-27,1/2,Novak Djokovic,Roger Federer,"7-63, 7-5, 6-4",Melbourne,86/125,63/105,63/86,45/63,16/39,20/42,40/105,46/125,119/230,111/230,5,0,6,5,5/14,3/10
2011-01-30,fin,Novak Djokovic,Andy Murray,"6-4, 6-2, 6-3",Melbourne,50/75,58/109,35/50,37/58,15/25,16/51,56/109,25/75,106/184,78/184,0,4,6,6,7/18,3/4
2011-02-22,1st round,Novak Djokovic,Michael Llodra,"6-3, 6-3",Dubai,33/51,34/52,26/33,20/34,13/18,10/18,22/52,12/51,61/103,42/103,1,0,4,1,3/4,0/3
2011-02-23,2nd round,Novak Djokovic,Feliciano Lopez,"6-3, 2-6, 6-4",Dubai,48/73,36/74,34/48,29/36,15/25,19/38,26/74,24/73,75/147,72/147,2,6,6,7,3/6,3/4
2011-02-24,1/4,Novak Djokovic,Florian Mayer,"7-5, 6-1",Dubai,42/62,30/57,36/42,18/30,8/20,11/27,28/57,18/62,72/119,47/119,2,4,6,3,4/7,1/5
2011-02-25,1/2,Novak Djokovic,Tomas Berdych,"6-75, 6-2, 4-2,    - retired",Dubai,53/84,42/86,40/53,34/42,20/31,18/44,34/86,24/84,94/170,76/170,2,1,10,9,3/5,0/4
2011-02-26,fin,Novak Djokovic,Roger Federer,"6-3, 6-3",Dubai,33/49,35/58,27/33,22/35,9/16,9/23,27/58,13/49,63/107,44/107,0,1,5,5,4/10,1/2
2011-03-13,2nd round,Novak Djokovic,Andrey Golubev,"6-0, 6-4",Indian Wells,23/36,22/43,18/23,12/22,11/13,8/21,23/43,7/36,52/79,27/79,2,2,0,3,5/6,1/1
2011-03-15,3rd round,Novak Djokovic,Ernests Gulbis,"6-0, 6-1",Indian Wells,25/44,20/36,18/25,9/20,13/19,3/16,24/36,13/44,55/80,25/80,0,5,4,0,5/6,0/5
2011-03-16,4th round,Novak Djokovic,Viktor Troicki,"6-0, 6-1",Indian Wells,40/60,26/43,29/40,12/26,10/20,4/17,27/43,21/60,66/103,37/103,4,5,1,3,5/9,0/4
2011-03-18,1/4,Novak Djokovic,Richard Gasquet,"6-2, 6-4",Indian Wells,31/54,49/72,26/31,26/49,9/23,9/23,37/72,19/54,72/126,54/126,1,2,2,2,5/12,2/3
2011-03-19,1/2,Novak Djokovic,Roger Federer,"6-3, 3-6, 6-2",Indian Wells,57/85,48/85,36/57,33/48,15/28,15/37,37/85,34/85,88/170,82/170,4,2,3,1,5/10,3/9
2011-03-20,fin,Novak Djokovic,Rafael Nadal,"4-6, 6-3, 6-2",Indian Wells,55/89,29/69,41/55,20/29,18/34,23/40,26/69,30/89,85/158,73/158,4,0,4,2,5/8,3/9
2011-03-25,2nd round,Novak Djokovic,Denis Istomin,"6-0, 6-1",Miami,26/41,18/29,19/26,4/18,10/15,4/11,21/29,12/41,50/70,20/70,2,1,0,1,5/6,0/2
2011-03-27,3rd round,Novak Djokovic,James Blake,"6-2, 6-0",Miami,,,,,,,,,,,,,,,,
2011-03-29,4th round,Novak Djokovic,Viktor Troicki,"6-3, 6-2",Miami,42/67,29/49,30/42,15/29,15/25,12/20,22/49,22/67,67/116,49/116,2,2,3,3,3/6,0/2
2011-03-30,1/4,Novak Djokovic,Kevin Anderson,"6-4, 6-2",Miami,42/64,40/62,34/42,24/40,10/22,10/22,28/62,20/64,72/126,54/126,2,2,6,4,3/4,0/5
2011-04-01,1/2,Novak Djokovic,Mardy Fish,"6-3, 6-1",Miami,39/56,26/48,29/39,16/26,8/17,10/22,22/48,19/56,59/104,45/104,0,1,4,4,4/7,0/4
2011-04-03,fin,Novak Djokovic,Rafael Nadal,"4-6, 6-3, 7-64",Miami,54/95,66/110,36/54,46/66,29/41,20/44,44/110,30/95,109/205,96/205,0,6,3,5,2/9,2/4
2011-04-27,2nd round,Novak Djokovic,Adrian Ungur,"6-2, 6-3",Belgrade,33/56,20/42,23/33,11/20,12/23,7/22,24/42,21/56,59/98,39/98,1,4,1,0,5/6,2/6
2011-04-29,1/4,Novak Djokovic,Blaz Kavcic,"6-3, 6-2",Belgrade,36/59,24/47,26/36,11/24,12/23,13/23,23/47,21/59,61/106,45/106,3,5,2,0,4/5,1/2
2011-04-30,1/2,Novak Djokovic,Janko Tipsarevic,- walk over,Belgrade,,,,,,,,,,,,,,,,
2011-05-01,fin,Novak Djokovic,Feliciano Lopez,"7-64, 6-2",Belgrade,46/78,42/67,37/46,29/42,16/32,13/25,25/67,25/78,78/145,67/145,6,2,4,6,2/4,0/7
2011-05-04,2nd round,Novak Djokovic,Kevin Anderson,"6-3, 6-4",Madrid,39/55,39/64,32/39,28/39,9/16,11/25,25/64,14/55,66/119,53/119,2,0,2,7,2/6,0/2
2011-05-05,3rd round,Novak Djokovic,Guillermo Garcia-Lopez,"6-1, 6-2",Madrid,21/34,24/37,21/21,16/24,11/13,3/13,18/37,2/34,50/71,21/71,1,2,5,3,,
2011-05-06,1/4,Novak Djokovic,David Ferrer,"6-4, 4-6, 6-3",Madrid,56/85,58/93,43/56,36/58,12/29,15/35,42/93,30/85,97/178,81/178,1,2,6,1,5/11,3/6
2011-05-07,1/2,Novak Djokovic,Thomaz Bellucci,"4-6, 6-4, 6-1",Madrid,51/80,48/75,35/51,30/48,18/29,16/27,29/75,27/80,82/155,73/155,1,1,6,5,4/8,2/3
2011-05-08,fin,Novak Djokovic,Rafael Nadal,"7-5, 6-4",Madrid,33/58,52/75,23/33,29/52,13/25,9/23,37/75,22/58,73/133,60/133,1,0,3,3,5/12,3/6
2011-05-11,2nd round,Novak Djokovic,Lukasz Kubot,"6-0, 6-3",Rome,30/43,33/50,23/30,19/33,10/13,4/17,27/50,10/43,60/93,33/93,0,3,0,1,,
2011-05-12,3rd round,Novak Djokovic,Stan Wawrinka,"6-4, 6-1",Rome,37/61,44/56,27/37,26/44,15/24,5/12,25/56,19/61,67/117,50/117,0,0,2,4,3/9,0/6
2011-05-13,1/4,Novak Djokovic,Robin Soderling,"6-3, 6-0",Rome,31/50,30/46,20/31,16/30,13/19,3/16,27/46,17/50,60/96,36/96,1,1,4,2,5/9,1/4
2011-05-14,1/2,Novak Djokovic,Andy Murray,"6-1, 3-6, 7-62",Rome,66/96,62/98,44/66,40/62,14/30,13/36,45/98,38/96,103/194,91/194,2,4,4,6,6/13,5/10
2011-05-15,fin,Novak Djokovic,Rafael Nadal,"6-4, 6-4",Rome,46/61,49/69,31/46,33/49,7/15,5/20,31/69,23/61,69/130,61/130,1,1,0,2,4/11,2/3
2011-05-23,1st round,Novak Djokovic,Thiemo de Bakker,"6-2, 6-1, 6-3",Paris,47/59,52/80,39/47,32/52,10/12,10/28,38/80,10/59,87/139,52/139,2,3,0,5,6/16,0/1
2011-05-25,2nd round,Novak Djokovic,Victor Hanescu,"6-4, 6-1, 2-3,    - retired",Paris,40/54,46/74,35/40,29/46,11/14,15/28,30/74,8/54,76/128,52/128,,,2,3,,
2011-05-28,3rd round,Novak Djokovic,Juan Martin Del Potro,"6-3, 3-6, 6-3, 6-2",Paris,57/96,66/113,44/57,43/66,25/39,21/47,49/113,27/96,118/209,91/209,2,3,6,5,5/12,2/5
2011-05-29,4th round,Novak Djokovic,Richard Gasquet,"6-4, 6-4, 6-2",Paris,49/70,53/86,44/49,35/53,14/21,15/33,36/86,12/70,94/156,62/156,0,2,8,6,4/8,0/3
2011-05-30,1/4,Novak Djokovic,Fabio Fognini,- walk over,Paris,,,,,,,,,,,,,,,,
2011-06-03,1/2,Roger Federer,Novak Djokovic,"7-65, 6-3, 3-6, 7-65",Paris,91/141,112/168,70/91,67/112,25/50,34/56,67/168,46/141,162/309,147/309,2,2,18,7,4/25,4/13
2011-06-21,1st round,Novak Djokovic,Jeremy Chardy,"6-4, 6-1, 6-1",London,45/61,44/75,38/45,30/44,12/16,8/31,37/75,11/61,,,1,2,9,9,,
2011-06-23,2nd round,Novak Djokovic,Kevin Anderson,"6-3, 6-4, 6-2",London,64/87,50/72,48/64,30/50,12/23,9/22,33/72,27/87,,,4,3,7,8,,
2011-06-25,3rd round,Novak Djokovic,Marcos Baghdatis,"6-4, 4-6, 6-3, 6-4",London,80/122,70/132,60/80,51/70,24/42,33/62,48/132,38/122,,,4,4,10,14,,
2011-06-27,4th round,Novak Djokovic,Michael Llodra,"6-3, 6-3, 6-3",London,50/72,44/82,42/50,32/44,16/22,16/38,34/82,14/72,,,1,7,9,8,,
2011-06-29,1/4,Novak Djokovic,Bernard Tomic,"6-2, 3-6, 6-3, 7-5",London,69/109,94/144,54/69,59/94,18/40,24/50,61/144,37/109,,,4,2,14,7,,
2011-07-01,1/2,Novak Djokovic,Jo-Wilfried Tsonga,"7-64, 6-2, 6-79, 6-3",London,79/120,90/133,61/79,61/90,28/41,20/43,52/133,31/120,,,1,5,5,12,,
2011-07-03,fin,Novak Djokovic,Rafael Nadal,"6-4, 6-1, 1-6, 6-3",London,69/95,64/82,50/69,43/64,14/26,8/18,31/82,31/95,,,1,1,7,5,,
2011-08-10,2nd round,Novak Djokovic,Nikolay Davydenko,"7-5, 6-1",Montreal,38/60,51/67,20/38,24/51,12/22,4/16,39/67,28/60,71/127,56/127,3,4,2,1,7/14,4/8
2011-08-11,3rd round,Novak Djokovic,Marin Cilic,"7-5, 6-2",Montreal,48/66,34/57,37/48,21/34,9/18,14/23,22/57,20/66,68/123,55/123,1,4,1,6,3/7,0/3
2011-08-12,1/4,Novak Djokovic,Gael Monfils,"6-2, 6-1",Montreal,41/56,19/39,28/41,13/19,10/15,5/20,21/39,18/56,59/95,36/95,0,3,1,3,4/9,0/3
2011-08-13,1/2,Novak Djokovic,Jo-Wilfried Tsonga,"6-4, 3-0,    - retired",Montreal,28/39,26/39,22/28,17/26,8/11,5/13,17/39,9/39,47/78,31/78,0,2,1,4,,
2011-08-14,fin,Novak Djokovic,Mardy Fish,"6-2, 3-6, 6-4",Montreal,61/96,43/83,43/61,31/43,18/35,19/40,33/83,35/96,94/179,85/179,2,3,4,8,3/8,2/10
2011-08-17,2nd round,Novak Djokovic,Ryan Harrison,"6-2, 6-3",Cincinnati,33/52,26/53,24/33,13/26,10/19,11/27,29/53,18/52,63/105,42/105,1,1,3,6,5/12,2/3
2011-08-18,3rd round,Novak Djokovic,Radek Stepanek,"6-3, 6-3",Cincinnati,24/51,35/54,17/24,13/35,14/27,10/19,31/54,20/51,62/105,43/105,1,1,3,3,6/12,3/4
2011-08-19,1/4,Novak Djokovic,Gael Monfils,"3-6, 6-4, 6-3",Cincinnati,58/93,60/105,41/58,44/60,17/35,16/45,45/105,35/93,103/198,95/198,4,7,2,12,4/13,3/5
2011-08-20,1/2,Novak Djokovic,Tomas Berdych,"7-5,    - retired",Cincinnati,20/30,26/42,16/20,17/26,5/10,6/16,19/42,9/30,40/72,32/72,3,2,4,4,2/4,1/2
2011-08-21,fin,Andy Murray,Novak Djokovic,"6-4, 3-0,    - retired",Cincinnati,19/34,33/50,16/19,18/33,8/15,5/17,27/50,10/34,51/84,33/84,0,1,1,0,4/6,1/2
2011-08-30,1st round,Novak Djokovic,Conor Niland,"6-0, 5-1,    - retired",New York,23/30,15/30,20/23,6/15,4/7,2/15,22/30,6/30,,,1,2,3,1,,
2011-09-01,2nd round,Novak Djokovic,Carlos Berlocq,"6-0, 6-0, 6-2",New York,37/56,45/67,25/37,17/45,12/19,5/22,45/67,19/56,,,0,6,5,2,,
2011-09-03,3rd round,Novak Djokovic,Nikolay Davydenko,"6-3, 6-4, 6-2",New York,48/80,59/81,36/48,33/59,21/32,10/22,38/81,23/80,95/161,66/161,0,2,4,1,5/12,1/2
2011-09-05,4th round,Novak Djokovic,Alexandr Dolgopolov,"7-614, 6-4, 6-2",New York,69/105,39/94,52/69,31/39,19/36,23/55,40/94,34/105,111/199,88/199,3,5,2,5,5/7,2/6
2011-09-08,1/4,Novak Djokovic,Janko Tipsarevic,"7-62, 6-73, 6-0, 3-0,    - retired",New York,82/126,71/108,53/82,46/71,22/44,8/37,54/108,51/126,129/234,105/234,2,5,8,10,8/13,4/13
2011-09-10,1/2,Novak Djokovic,Roger Federer,"6-77, 4-6, 6-3, 6-2, 7-5",New York,82/140,100/164,68/82,67/100,32/58,36/64,61/164,40/140,161/304,143/304,6,4,8,11,6/12,3/5
2011-09-12,fin,Novak Djokovic,Rafael Nadal,"6-2, 6-4, 6-73, 6-1",New York,84/127,96/141,55/84,50/96,19/43,19/45,72/141,53/127,146/268,122/268,1,3,7,2,11/26,6/14
2011-09-18,,Juan Martin Del Potro,Novak Djokovic,"7-65, 3-0,    - retired",Davis Cup,40/53,32/44,33/40,25/32,6/13,5/12,14/44,14/53,53/97,44/97,0,1,9,4,,
2011-11-01,1st round,Novak Djokovic,Xavier Malisse,"6-2, 4-6, 7-5",Basel,47/84,45/94,38/47,32/45,21/37,27/49,35/94,25/84,94/178,84/178,7,3,8,7,4/10,2/8
2011-11-03,2nd round,Novak Djokovic,Lukasz Kubot,"6-1, 6-2",Basel,27/43,23/43,22/27,15/23,11/16,6/20,22/43,10/43,55/86,31/86,2,4,8,0,,
2011-11-04,1/4,Novak Djokovic,Marcos Baghdatis,"2-6, 6-2, 6-3",Basel,50/75,40/71,35/50,29/40,16/25,15/31,27/71,24/75,78/146,68/146,2,7,4,12,3/3,2/3
2011-11-05,1/2,Kei Nishikori,Novak Djokovic,"2-6, 7-64, 6-0",Basel,38/82,61/91,28/38,41/61,22/44,10/30,40/91,32/82,90/173,83/173,2,4,4,6,5/7,4/7
2011-11-09,2nd round,Novak Djokovic,Ivan Dodig,"6-4, 6-3",Paris,29/53,30/61,26/29,22/30,15/24,14/31,25/61,12/53,66/114,48/114,2,4,3,6,,
2011-11-10,3rd round,Novak Djokovic,Viktor Troicki,"4-6, 6-3, 6-1",Paris,62/95,41/78,41/62,28/41,15/33,12/37,38/78,39/95,94/173,79/173,4,3,3,7,6/11,3/14
2011-11-11,1/4,Jo-Wilfried Tsonga,Novak Djokovic,- walk over,Paris,,,,,,,,,,,,,,,,
2011-11-21,,Novak Djokovic,Tomas Berdych,"3-6, 6-3, 7-63",London,61/94,45/97,43/61,34/45,17/33,25/52,38/97,34/94,98/191,93/191,3,4,4,6,3/8,3/7
2011-11-23,,David Ferrer,Novak Djokovic,"6-3, 6-1",London,25/45,32/59,23/25,21/32,11/20,9/27,29/59,11/45,63/104,41/104,1,3,4,2,4/7,0/1
2011-11-25,,Janko Tipsarevic,Novak Djokovic,"3-6, 6-3, 6-3",London,52/94,48/74,35/52,36/48,23/42,12/26,26/74,36/94,84/168,84/168,4,2,4,8,4/7,2/4
2011-12-29,1st round,Novak Djokovic,Gael Monfils,"6-2, 4-6, 6-2",The Mubadala,,,,,,,,,,,,,,,,
2011-12-30,1/2,Novak Djokovic,Roger Federer,"6-2, 6-1",The Mubadala,,,,,,,,,,,,,,,,
2011-12-31,fin,Novak Djokovic,David Ferrer,"6-2, 6-1",The Mubadala,,,,,,,,,,,,,,,,
2010-01-13,1st round,Fernando Verdasco,Novak Djokovic,"6-1, 6-2",Kooyong,,,,,,,,,,,,,,,,
2010-01-13,1st round,Novak Djokovic,Tommy Haas,"6-2, 6-3",Kooyong,,,,,,,,,,,,,,,,
2010-01-16,1st round,Bernard Tomic,Novak Djokovic,"6-4, 3-6, 7-5",Kooyong,,,,,,,,,,,,,,,,
2010-01-19,1st round,Novak Djokovic,Daniel Gimeno-Traver,"7-5, 6-3, 6-2",Melbourne,62/90,55/91,47/62,39/55,16/28,12/36,40/96,27/95,103/186,78/186,5,5,4,5,5/14,1/6
2010-01-21,2nd round,Novak Djokovic,Marco Chiudinelli,"3-6, 6-1, 6-1, 6-3",Melbourne,79/125,57/102,59/79,33/57,15/46,19/45,50/105,51/134,124/230,103/236,9,3,12,3,8/18,3/17
2010-01-23,3rd round,Novak Djokovic,Denis Istomin,"6-1, 6-1, 6-2",Melbourne,45/76,33/60,33/45,13/33,14/31,7/27,40/60,29/83,87/136,49/143,7,0,3,3,9/14,2/9
2010-01-25,4th round,Novak Djokovic,Lukasz Kubot,"6-1, 6-2, 7-5",Melbourne,51/74,47/76,41/51,32/47,16/23,9/29,35/80,17/75,92/154,58/151,1,4,11,4,6/9,1/2
2010-01-27,1/4,Jo-Wilfried Tsonga,Novak Djokovic,"7-68, 6-75, 1-6, 6-3, 6-1",Melbourne,107/168,100/145,73/107,67/100,29/61,22/45,56/154,66/170,158/322,155/315,2,9,19,2,8/12,6/16
2010-02-09,1st round,Novak Djokovic,Sergiy Stakhovsky,"6-2, 4-1,    - retired",Rotterdam,17/31,35/52,15/17,20/35,10/14,6/17,26/52,6/31,51/83,32/83,1,0,2,3,4/11,0/1
2010-02-11,2nd round,Novak Djokovic,Marco Chiudinelli,"6-4, 6-2",Rotterdam,28/46,46/82,24/28,28/46,12/18,16/36,38/82,10/46,74/128,54/128,3,0,2,4,,
2010-02-12,1/4,Novak Djokovic,Florian Mayer,- walk over,Rotterdam,,,,,,,,,,,,,,,,
2010-02-13,1/2,Mikhail Youzhny,Novak Djokovic,"7-65, 7-66",Rotterdam,54/89,44/77,40/54,35/44,19/35,17/33,25/77,30/89,84/166,82/166,3,2,4,4,2/3,2/5
2010-02-22,1st round,Novak Djokovic,Guillermo Garcia-Lopez,"6-4, 6-4",Dubai,45/67,29/58,28/45,18/29,12/22,12/29,28/58,27/67,68/125,57/125,3,4,2,2,5/10,3/6
2010-02-24,2nd round,Novak Djokovic,Viktor Troicki,"3-6, 6-4, 6-2",Dubai,43/79,46/93,30/43,28/46,22/36,29/47,36/93,27/79,88/172,84/172,5,2,2,10,3/10,2/5
2010-02-25,1/4,Novak Djokovic,Ivan Ljubicic,"2-6, 6-4, 6-0",Dubai,44/77,41/67,32/44,28/41,17/33,13/26,26/67,28/77,75/144,69/144,4,2,3,14,4/8,2/5
2010-02-26,1/2,Novak Djokovic,Marcos Baghdatis,"6-72, 6-3, 6-4",Dubai,66/110,48/92,46/66,33/48,19/44,24/44,35/92,45/110,100/202,102/202,10,1,5,7,5/10,3/16
2010-02-28,fin,Novak Djokovic,Mikhail Youzhny,"7-5, 5-7, 6-3",Dubai,56/107,72/108,40/56,39/72,21/51,17/36,52/108,46/107,113/215,102/215,12,2,5,1,7/11,6/12
2010-03-05,,Novak Djokovic,Sam Querrey,"6-2, 7-64, 2-6, 6-3",Davis Cup,,,,,,,,,,,,,,,,
2010-03-07,,Novak Djokovic,John Isner,"7-5, 3-6, 6-3, 6-76, 6-4",Davis Cup,,,,,,,,,,,,,,,,
2010-03-12,2nd round,Novak Djokovic,Mardy Fish,"6-1, 0-6, 6-2",Indian Wells,45/80,33/64,30/45,22/33,17/35,14/31,28/64,33/80,75/144,69/144,9,3,2,7,4/12,3/9
2010-03-15,3rd round,Novak Djokovic,Philipp Kohlschreiber,"6-3, 2-6, 7-63",Indian Wells,60/108,45/85,40/60,31/45,24/48,19/40,35/85,44/108,99/193,94/193,5,3,2,4,4/4,5/14
2010-03-17,4th round,Ivan Ljubicic,Novak Djokovic,"7-5, 6-3",Indian Wells,45/73,43/70,33/45,25/43,16/28,16/27,29/70,24/73,78/143,65/143,0,4,13,5,3/5,1/7
2010-03-26,2nd round,Olivier Rochus,Novak Djokovic,"6-2, 6-77, 6-4",Miami,63/107,70/114,41/63,48/70,26/44,13/44,53/114,40/107,120/221,101/221,4,11,1,6,6/15,3/13
2010-04-14,2nd round,Novak Djokovic,Florent Serra,"6-2, 6-3",Monte-Carlo,42/68,31/61,25/42,17/31,15/26,10/30,34/61,28/68,74/129,55/129,4,5,2,2,5/11,2/9
2010-04-15,3rd round,Novak Djokovic,Stan Wawrinka,"6-4, 6-4",Monte-Carlo,43/61,39/66,28/43,23/39,10/18,14/27,29/66,23/61,67/127,60/127,1,1,2,4,4/10,2/5
2010-04-16,1/4,Novak Djokovic,David Nalbandian,"6-2, 6-3",Monte-Carlo,29/50,28/52,20/29,13/28,13/21,9/24,30/52,17/50,63/102,39/102,0,3,2,2,5/8,1/3
2010-04-17,1/2,Fernando Verdasco,Novak Djokovic,"6-2, 6-2",Monte-Carlo,35/45,40/66,25/35,21/40,5/10,8/26,37/66,15/45,67/111,44/111,1,5,4,0,5/12,1/3
2010-04-27,2nd round,Novak Djokovic,Jeremy Chardy,"6-1, 6-1",Rome,27/39,29/52,22/27,19/29,7/12,4/23,29/52,10/39,58/91,33/91,2,2,1,5,,
2010-04-29,3rd round,Novak Djokovic,Thomaz Bellucci,"6-4, 6-4",Rome,28/49,41/61,22/28,24/41,12/21,7/20,30/61,15/49,64/110,46/110,3,6,1,5,4/9,2/3
2010-04-30,1/4,Fernando Verdasco,Novak Djokovic,"7-64, 3-6, 6-4",Rome,78/99,79/121,49/78,56/79,11/21,14/42,51/121,39/99,111/220,109/220,3,7,3,6,4/14,5/11
2010-05-06,2nd round,Novak Djokovic,Fabio Fognini,"6-4, 6-4",Belgrade,38/63,36/64,21/38,20/36,12/25,10/28,34/64,30/63,67/127,60/127,4,6,0,3,6/9,4/6
2010-05-07,1/4,Filip Krajinovic,Novak Djokovic,"6-4,    - retired",Belgrade,13/24,27/43,8/13,15/27,7/11,8/16,20/43,9/24,35/67,32/67,2,1,1,0,2/9,1/1
2010-05-24,1st round,Novak Djokovic,Evgeny Korolev,"6-1, 3-6, 6-1, 6-3",Paris,61/97,46/93,48/61,29/46,17/36,21/47,43/93,32/97,108/190,82/190,4,4,7,4,7/12,2/6
2010-05-28,2nd round,Novak Djokovic,Kei Nishikori,"6-1, 6-4, 6-4",Paris,74/117,57/95,53/74,32/57,15/43,17/38,46/95,49/117,114/212,98/212,9,1,3,1,6/14,2/9
2010-05-29,3rd round,Novak Djokovic,Victor Hanescu,"6-3, 3-6, 6-3, 6-2",Paris,67/100,85/118,50/67,51/85,16/33,16/33,51/118,34/100,117/218,101/218,8,1,2,5,7/16,4/5
2010-05-31,4th round,Novak Djokovic,Robby Ginepri,"6-4, 2-6, 6-1, 6-2",Paris,76/109,64/87,52/76,44/64,18/33,10/23,33/87,39/109,103/196,93/196,2,0,2,3,5/9,2/8
2010-06-02,1/4,Jurgen Melzer,Novak Djokovic,"3-6, 2-6, 6-2, 7-63, 6-4",Paris,73/145,127/197,52/73,85/127,41/72,32/70,80/197,52/145,173/342,169/342,5,10,9,4,4/24,4/8
2010-06-09,2nd round,Novak Djokovic,Paolo Lorenzi,"6-3, 6-3",London,40/64,31/52,31/40,21/31,12/24,11/21,20/52,21/64,63/116,53/116,2,0,3,4,3/6,0/6
2010-06-10,3rd round,Xavier Malisse,Novak Djokovic,"6-3, 4-6, 6-2",London,47/72,68/92,40/47,44/68,11/25,10/24,38/92,21/72,89/164,75/164,3,5,5,4,4/9,1/5
2010-06-21,1st round,Novak Djokovic,Olivier Rochus,"4-6, 6-2, 3-6, 6-4, 6-2",London,79/137,110/174,54/79,63/110,29/58,27/64,84/178,54/149,167/315,144/323,12,4,17,1,9/20,7/17
2010-06-23,2nd round,Novak Djokovic,Taylor Dent,"7-65, 6-1, 6-4",London,58/89,51/105,47/58,43/51,21/31,19/54,43/116,21/90,111/205,83/195,1,11,9,12,3/6,0/1
2010-06-25,3rd round,Novak Djokovic,Albert Montanes,"6-1, 6-4, 6-4",London,50/75,61/93,41/50,41/61,16/25,13/32,39/95,18/80,96/170,72/173,5,2,11,5,,
2010-06-28,4th round,Novak Djokovic,Lleyton Hewitt,"7-5, 6-4, 3-6, 6-4",London,75/124,68/111,57/75,53/68,26/49,22/43,36/109,41/115,119/233,116/226,9,2,9,5,4/9,3/9
2010-06-30,1/4,Novak Djokovic,Yen-Hsun Lu,"6-3, 6-2, 6-2",London,41/65,54/87,35/41,35/54,18/24,11/33,41/87,12/65,94/152,58/152,3,2,4,4,,
2010-07-02,1/2,Tomas Berdych,Novak Djokovic,"6-3, 7-69, 6-3",London,58/102,64/88,47/58,47/64,28/44,10/24,31/88,27/102,106/190,84/190,2,8,11,9,3/7,1/4
2010-07-09,Rubber 1,Novak Djokovic,Ivan Ljubicic,"7-63, 6-4, 6-1",Davis Cup,,,,,,,,,,,,,,,,
2010-07-11,,Novak Djokovic,Marin Cilic,"6-3, 6-3, 6-2",Davis Cup,,,,,,,,,,,,,,,,
2010-08-11,2nd round,Novak Djokovic,Julien Benneteau,"7-5, 7-5",Toronto,51/74,69/97,33/51,39/69,9/23,8/28,50/97,32/74,92/171,79/171,5,6,6,9,6/18,4/8
2010-08-12,3rd round,Novak Djokovic,Victor Hanescu,"6-3, 6-4",Toronto,41/60,36/60,29/41,25/36,12/19,8/24,27/60,19/60,68/120,52/120,1,2,2,1,3/6,1/2
2010-08-13,1/4,Novak Djokovic,Jeremy Chardy,"6-2, 6-3",Toronto,44/52,29/50,33/44,19/29,5/8,8/21,23/50,14/52,61/102,41/102,1,2,3,7,3/5,0/2
2010-08-14,1/2,Roger Federer,Novak Djokovic,"6-1, 3-6, 7-5",Toronto,55/95,81/118,40/55,46/81,17/40,18/37,54/118,38/95,111/213,102/213,2,3,11,1,5/12,3/9
2010-08-18,2nd round,Novak Djokovic,Viktor Troicki,"6-3, 7-5",Cincinnati,51/80,34/64,37/51,24/34,14/29,11/30,29/64,29/80,80/144,64/144,6,5,3,5,4/4,2/7
2010-08-19,3rd round,Novak Djokovic,David Nalbandian,"6-1, 7-67",Cincinnati,46/69,43/62,33/46,25/43,9/23,6/19,31/62,27/69,73/131,58/131,3,5,2,3,5/6,3/8
2010-08-20,1/4,Andy Roddick,Novak Djokovic,"6-4, 7-5",Cincinnati,35/61,37/62,29/35,22/37,14/26,16/25,24/62,18/61,67/123,56/123,4,2,8,5,3/6,1/3
2010-08-31,1st round,Novak Djokovic,Viktor Troicki,"6-3, 3-6, 2-6, 7-5, 6-3",New York,105/161,108/156,70/105,75/108,28/56,20/48,61/156,63/161,159/317,158/317,4,6,4,23,5/14,5/14
2010-09-02,2nd round,Novak Djokovic,Philipp Petzschner,"7-5, 6-3, 7-66",New York,69/101,67/111,53/69,46/67,19/32,22/44,43/111,29/101,115/212,97/212,8,3,4,6,3/11,1/5
