pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement
0-30,3-0,1-0,,4473083,,,95,,3,Ad,Elise Wagle,Near,,,,,,,,,,-44.0,-468.0,Crosscourt,Backhand,,,,,,,,,,7.0,361.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-30,3-0,1-0,,4474333,,,95,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-9.0,475.0,Down the Line,Backhand,,,,,,,,,,-25.0,-393.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-30,3-0,1-0,,4475539,,,95,,5,Ad,Elise Wagle,Near,,,,,,,,,,-17.0,-484.0,Crosscourt,Backhand,,,,,,,,,,65.0,340.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-30,3-0,1-0,,4477071,1.0,,95,,6,Ad,Elise Wagle,Near,,,,,,,,,,97.0,483.0,Crosscourt,Backhand,,,,,,,,,,-33.0,-480.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
15-30,3-0,1-0,1.0,4479255,,,96,,1,Ad,Elise Wagle,Near,0.0,Body,94.0,-1.0,1.0,T,44.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,T
15-30,3-0,1-0,,4512904,,,96,,2,Ad,Elise Wagle,Near,,,,,,,,,,108.0,467.0,Crosscourt,Forehand,,,,,,,,,,-76.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-30,3-0,1-0,,4514629,1.0,,96,,3,Ad,Elise Wagle,Near,,,,,,,,,,-233.0,-500.0,Crosscourt,Backhand,,,,,,,,,,73.0,-9.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
15-40,3-0,1-0,1.0,4519018,,,97,,1,Deuce,Elise Wagle,Near,0.0,Wide,-177.0,369.0,1.0,Body,-92.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
15-40,3-0,1-0,,4565943,,,97,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-156.0,473.0,Down the Line,Forehand,,,,,,,,,,-103.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-40,3-0,1-0,,4567403,1.0,,97,,3,Ad,Elise Wagle,Near,,,,,,,,,,-52.0,-487.0,Crosscourt,Backhand,,,,,,,,,,52.0,66.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Elise Wagle,0,,
30-40,3-0,1-0,1.0,4573633,,,98,,1,Ad,Elise Wagle,Near,0.0,T,7.0,364.0,1.0,Body,65.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
30-40,3-0,1-0,,4617412,,,98,,2,Ad,Elise Wagle,Near,,,,,,,,,,113.0,475.0,Crosscourt,Forehand,,,,,,,,,,-33.0,-345.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-40,3-0,1-0,,4618779,,,98,,3,Ad,Elise Wagle,Near,,,,,,,,,,-68.0,-500.0,Crosscourt,Backhand,,,,,,,,,,118.0,407.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-40,3-0,1-0,,4620372,,,98,,4,Ad,Elise Wagle,Near,,,,,,,,,,129.0,486.0,Crosscourt,Backhand,,,,,,,,,,-63.0,-315.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-40,3-0,1-0,,4621695,,,98,,5,Ad,Elise Wagle,Near,,,,,,,,,,-113.0,-492.0,Crosscourt,Backhand,,,,,,,,,,4.0,404.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-40,3-0,1-0,,4623079,,,98,,6,Ad,Elise Wagle,Near,,,,,,,,,,70.0,491.0,Crosscourt,Forehand,,,,,,,,,,-92.0,-211.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-40,3-0,1-0,,4624691,,,98,,7,Ad,Elise Wagle,Near,,,,,,,,,,-169.0,-476.0,Down the Line,Backhand,,,,,,,,,,-33.0,282.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-40,3-0,1-0,,4625525,,,98,,8,Ad,Elise Wagle,Near,,,,,,,,,,39.0,483.0,Down the Line,Forehand,,,,,,,,,,57.0,-275.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-40,3-0,1-0,,4627162,1.0,,98,,9,Deuce,Elise Wagle,Near,,,,,,,,,,41.0,-481.0,Crosscourt,Forehand,,,,,,,,,,-169.0,428.0,,,1.0,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
0-0,3-1,1-0,1.0,4665129,,,99,,1,Deuce,Elise Wagle,Far,0.0,Wide,172.0,-241.0,1.0,Body,78.0,-172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
0-0,3-1,1-0,,4678346,,,99,,2,Deuce,Elise Wagle,Far,,,,,,,,,,94.0,-428.0,Crosscourt,Forehand,,,,,,,,,,-68.0,447.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,3-1,1-0,,4679185,,,99,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-84.0,475.0,Down the Line,Forehand,,,,,,,,,,-108.0,-267.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,3-1,1-0,,4680844,,,99,,4,Ad,Elise Wagle,Far,,,,,,,,,,-95.0,-415.0,Crosscourt,Backhand,,,,,,,,,,52.0,425.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,3-1,1-0,,4682150,,,99,,5,Ad,Elise Wagle,Far,,,,,,,,,,47.0,486.0,Crosscourt,Backhand,,,,,,,,,,-52.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,3-1,1-0,,4683323,1.0,,99,,6,Ad,Elise Wagle,Far,,,,,,,,,,-68.0,-468.0,Down the Line,Backhand,,,,,,,,,,-44.0,-9.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
15-0,3-1,1-0,1.0,4684161,,,100,,1,Ad,Elise Wagle,Far,1.0,Wide,-140.0,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
15-0,3-1,1-0,,4707821,,,100,,2,Ad,Elise Wagle,Far,,,,,,,,,,-164.0,-417.0,Crosscourt,Backhand,,,,,,,,,,140.0,372.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-0,3-1,1-0,,4709340,,,100,,3,Ad,Elise Wagle,Far,,,,,,,,,,153.0,483.0,Crosscourt,Backhand,,,,,,,,,,-79.0,-307.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-0,3-1,1-0,,4710549,1.0,,100,,4,Ad,Elise Wagle,Far,,,,,,,,,,-105.0,-423.0,Down the Line,Backhand,,,,,,,,,,-52.0,-1.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
30-0,3-1,1-0,1.0,4711796,,,101,,1,Deuce,Elise Wagle,Far,1.0,Body,52.0,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
30-0,3-1,1-0,,4734680,,,101,,2,Deuce,Elise Wagle,Far,,,,,,,,,,177.0,-465.0,Down the Line,Backhand,1.0,,,,,,,,,17.0,380.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-0,3-1,1-0,,4736460,,,101,,3,Ad,Elise Wagle,Far,,,,,,,,,,25.0,443.0,Down the Line,Forehand,,,,,,,,,,28.0,-281.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-0,3-1,1-0,,4737388,1.0,,101,,4,Deuce,Elise Wagle,Far,,,,,,,,,,41.0,-492.0,Crosscourt,Forehand,,,,,,,,,,-73.0,180.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Motka Komac,0,,
30-15,3-1,1-0,1.0,4738115,,,102,,1,Ad,Elise Wagle,Far,1.0,T,-44.0,-219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,T
30-15,3-1,1-0,,4769870,,,102,,2,Ad,Elise Wagle,Far,,,,,,,,,,-44.0,-415.0,Down the Line,Forehand,,,,,,,,,,-4.0,433.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-15,3-1,1-0,,4771984,,,102,,3,Ad,Elise Wagle,Far,,,,,,,,,,23.0,486.0,Crosscourt,Forehand,,,,,,,,,,-105.0,-257.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-15,3-1,1-0,,4773731,,,102,,4,Ad,Elise Wagle,Far,,,,,,,,,,-201.0,-497.0,Crosscourt,Backhand,,,,,,,,,,148.0,300.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-15,3-1,1-0,,4775286,,,102,,5,Ad,Elise Wagle,Far,,,,,,,,,,172.0,470.0,Down the Line,Backhand,,,,,,,,,,86.0,-353.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-15,3-1,1-0,,4776623,,,102,,6,Deuce,Elise Wagle,Far,,,,,,,,,,60.0,-495.0,Crosscourt,Forehand,,,,,,,,,,-17.0,138.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-15,3-1,1-0,,4777991,,,102,,7,Deuce,Elise Wagle,Far,,,,,,,,,,-7.0,441.0,Down the Line,Forehand,,,,,,,,,,-84.0,-83.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-15,3-1,1-0,,4779932,1.0,,102,,8,Ad,Elise Wagle,Far,,,,,,,,,,-81.0,-175.0,Down the Line,Forehand,,,,,,,,,,-25.0,-1.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
40-15,3-1,1-0,1.0,4782292,,,103,,1,Deuce,Elise Wagle,Far,0.0,Body,54.0,2.0,1.0,T,44.0,-159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,T
40-15,3-1,1-0,,4819128,,,103,,2,Deuce,Elise Wagle,Far,,,,,,,,,,70.0,-433.0,Crosscourt,Forehand,,,,,,,,,,-63.0,340.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-15,3-1,1-0,,4820329,1.0,,103,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-129.0,486.0,Down the Line,Forehand,,1.0,,,,,,,,-305.0,170.0,,1.0,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
40-30,3-1,1-0,1.0,4828066,,,104,,1,Ad,Elise Wagle,Far,1.0,T,-33.0,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,T
40-30,3-1,1-0,,4866342,,,104,,2,Ad,Elise Wagle,Far,,,,,,,,,,-52.0,-417.0,Crosscourt,Forehand,,,,,,,,,,9.0,401.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,3-1,1-0,,4867759,,,104,,3,Ad,Elise Wagle,Far,,,,,,,,,,52.0,480.0,Down the Line,Forehand,,,,,,,,,,57.0,-297.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,3-1,1-0,,4868998,,,104,,4,Deuce,Elise Wagle,Far,,,,,,,,,,28.0,-519.0,Crosscourt,Forehand,,,,,,,,,,-17.0,282.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,3-1,1-0,,4870455,,,104,,5,Deuce,Elise Wagle,Far,,,,,,,,,,-7.0,483.0,Crosscourt,Forehand,,,,,,,,,,33.0,-347.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,3-1,1-0,,4871610,,,104,,6,Deuce,Elise Wagle,Far,,,,,,,,,,7.0,-503.0,Crosscourt,Forehand,,,,,,,,,,-92.0,447.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,3-1,1-0,,4873708,,,104,,7,Deuce,Elise Wagle,Far,,,,,,,,,,-159.0,542.0,Down the Line,Forehand,,,,,,,,,,-151.0,-294.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,3-1,1-0,,4875748,,,104,,8,Ad,Elise Wagle,Far,,,,,,,,,,-148.0,-316.0,Crosscourt,Backhand,,,,,,,,,,60.0,364.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,3-1,1-0,,4876904,1.0,,104,,9,Ad,Elise Wagle,Far,,,,,,,,,,84.0,478.0,Down the Line,Backhand,,,,,,,,,,182.0,-211.0,,,1.0,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
40-40,3-1,1-0,1.0,4879528,,,105,1.0,1,Ad,Elise Wagle,Far,1.0,Wide,-116.0,-121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
40-40,3-1,1-0,,4912040,,,105,,2,Ad,Elise Wagle,Far,,,,,,,,,,-169.0,-412.0,Crosscourt,Backhand,,,,,,,,,,84.0,231.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-40,3-1,1-0,,4913447,,,105,,3,Ad,Elise Wagle,Far,,,,,,,,,,185.0,441.0,Crosscourt,Backhand,,,,,,,,,,-57.0,-331.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-40,3-1,1-0,,4915362,,,105,,4,Ad,Elise Wagle,Far,,,,,,,,,,-95.0,-487.0,Down the Line,Backhand,,,,,,,,,,-105.0,385.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-40,3-1,1-0,,4917229,,,105,,5,Deuce,Elise Wagle,Far,,,,,,,,,,-103.0,510.0,Down the Line,Forehand,,,,,,,,,,-84.0,-193.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-40,3-1,1-0,,4919437,,,105,,6,Ad,Elise Wagle,Far,,,,,,,,,,-111.0,-529.0,Down the Line,Forehand,,,,,,,,,,-28.0,319.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-40,3-1,1-0,,4920889,,,105,,7,Ad,Elise Wagle,Far,,,,,,,,,,17.0,488.0,Crosscourt,Forehand,,,,,,,,,,-95.0,-267.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-40,3-1,1-0,,4922357,,,105,,8,Ad,Elise Wagle,Far,,,,,,,,,,-113.0,-505.0,Crosscourt,Backhand,,,,,,,,,,84.0,223.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-40,3-1,1-0,,4924005,,,105,,9,Ad,Elise Wagle,Far,,,,,,,,,,142.0,475.0,Crosscourt,Backhand,,,,,,,,,,-124.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-40,3-1,1-0,,4925361,,,105,,10,Ad,Elise Wagle,Far,,,,,,,,,,-241.0,-471.0,Crosscourt,Backhand,,,,,,,,,,126.0,351.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-40,3-1,1-0,,4927029,,,105,,11,Ad,Elise Wagle,Far,,,,,,,,,,153.0,480.0,Down the Line,Backhand,,,,,,,,,,60.0,-337.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-40,3-1,1-0,,4928376,1.0,,105,,12,Deuce,Elise Wagle,Far,,,,,,,,,,70.0,-495.0,Crosscourt,Forehand,,,,,,,,,,-60.0,-14.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
0-0,4-1,1-0,1.0,5046387,,,106,,1,Deuce,Motka Komac,Far,0.0,Body,60.0,-256.0,1.0,Body,57.0,-142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
0-0,4-1,1-0,,5062327,,,106,,2,Deuce,Motka Komac,Far,,,,,,,,,,117.0,-472.0,Crosscourt,Forehand,,,,,,,,,,-62.0,408.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,4-1,1-0,,5063881,,,106,,3,Deuce,Motka Komac,Far,,,,,,,,,,-91.0,480.0,Crosscourt,Forehand,,,,,,,,,,18.0,-232.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,4-1,1-0,,5064515,,,106,,4,Deuce,Motka Komac,Far,,,,,,,,,,26.0,-493.0,Down the Line,Forehand,,,,,,,,,,101.0,334.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,4-1,1-0,,5065822,,,106,,5,Ad,Motka Komac,Far,,,,,,,,,,82.0,482.0,Crosscourt,Backhand,,,,,,,,,,-51.0,-224.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,4-1,1-0,,5067423,,,106,,6,Ad,Motka Komac,Far,,,,,,,,,,-70.0,-506.0,Down the Line,Backhand,,,,,,,,,,-54.0,293.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,4-1,1-0,,5068837,,,106,,7,Deuce,Motka Komac,Far,,,,,,,,,,-19.0,498.0,Down the Line,Forehand,,,,,,,,,,-64.0,-288.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,4-1,1-0,,5070127,1.0,,106,,8,Ad,Motka Komac,Far,,,,,,,,,,-59.0,-514.0,Down the Line,Backhand,,,,,,,,,,-30.0,0.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
0-15,4-1,1-0,1.0,5071335,,,107,,1,Ad,Motka Komac,Far,1.0,Wide,-115.0,-161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Wide
0-15,4-1,1-0,,5098711,,,107,,2,Ad,Motka Komac,Far,,,,,,,,,,-163.0,-538.0,Down the Line,Backhand,,,,,,,,,,-16.0,232.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5101210,,,107,,3,Ad,Motka Komac,Far,,,,,,,,,,24.0,472.0,Crosscourt,Backhand,,,,,,,,,,-38.0,-309.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5101521,,,107,,4,Ad,Motka Komac,Far,,,,,,,,,,-27.0,-533.0,Down the Line,Backhand,,,,,,,,,,-40.0,317.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5102976,,,107,,5,Ad,Motka Komac,Far,,,,,,,,,,13.0,485.0,Crosscourt,Forehand,,,,,,,,,,-67.0,-306.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5104246,,,107,,6,Ad,Motka Komac,Far,,,,,,,,,,-72.0,-530.0,Down the Line,Backhand,,,,,,,,,,-22.0,445.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5105809,,,107,,7,Ad,Motka Komac,Far,,,,,,,,,,24.0,570.0,Crosscourt,Forehand,,,,,,,,,,-24.0,-349.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5107350,,,107,,8,Ad,Motka Komac,Far,,,,,,,,,,-62.0,-573.0,Crosscourt,Forehand,,,,,,,,,,112.0,336.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5109022,,,107,,9,Ad,Motka Komac,Far,,,,,,,,,,117.0,557.0,Crosscourt,Backhand,,,,,,,,,,-19.0,-328.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5111115,,,107,,10,Ad,Motka Komac,Far,,,,,,,,,,-112.0,-544.0,Crosscourt,Forehand,,,,,,,,,,85.0,365.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5112454,,,107,,11,Ad,Motka Komac,Far,,,,,,,,,,74.0,493.0,Crosscourt,Backhand,,,,,,,,,,-72.0,-232.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5113987,,,107,,12,Ad,Motka Komac,Far,,,,,,,,,,-126.0,-509.0,Crosscourt,Backhand,,,,,,,,,,53.0,338.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5115031,,,107,,13,Ad,Motka Komac,Far,,,,,,,,,,72.0,485.0,Down the Line,Backhand,,,,,,,,,,90.0,-285.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5116366,,,107,,14,Deuce,Motka Komac,Far,,,,,,,,,,80.0,-525.0,Crosscourt,Forehand,,,,,,,,,,-56.0,373.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5117953,,,107,,15,Deuce,Motka Komac,Far,,,,,,,,,,-88.0,549.0,Down the Line,Forehand,,,,,,,,,,-38.0,-357.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5119242,,,107,,16,Deuce,Motka Komac,Far,,,,,,,,,,10.0,-546.0,Crosscourt,Backhand,,,,,,,,,,-27.0,402.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,4-1,1-0,,5120914,,,107,,17,Ad,Motka Komac,Far,,,,,,,,,,16.0,565.0,Crosscourt,Forehand,,,,,,,,,,-46.0,-285.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,4-1,1-0,,5122209,1.0,,107,,18,Ad,Motka Komac,Far,,,,,,,,,,-30.0,-538.0,Crosscourt,Backhand,,,,,,,,,,130.0,517.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
