pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet
40-0,1-3,0-1,NA,4524323,NA,NA,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-4,-445,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,NA,4526332,NA,NA,NA,NA,4,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-132,546,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57,-342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,NA,4527965,NA,NA,NA,NA,5,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-38,-472,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,NA,4528962,NA,NA,NA,NA,6,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-73,482,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,-342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,NA,4529835,NA,NA,NA,NA,7,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-108,-474,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-3,0-1,NA,4531501,1,4534328,NA,NA,8,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,146,498,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,-531,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-4,0-1,1,4617025,1,4632535,NA,NA,1,Deuce,Player1,Near,1,T,-12,206,NA,,NA,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-4,0-1,1,4632525,NA,NA,NA,NA,1,Ad,Player1,Near,1,T,10,208,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-4,0-1,NA,4634410,1,4637571,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-20,506,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-342,-379,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-4,0-1,1,4649108,NA,NA,NA,NA,1,Deuce,Player1,Near,0,T,15,198,1,Body,-73,184,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-4,0-1,NA,4659237,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-140,488,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,-369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-4,0-1,NA,4660524,1,4660534,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,50,-466,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,1,4684906,NA,NA,NA,NA,1,Ad,Player1,Near,1,Body,90,216,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4687207,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,154,498,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44,-406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4688449,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-60,-464,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4690117,NA,NA,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,31,493,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,-204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4691318,NA,NA,NA,NA,5,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-164,-517,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4693266,NA,NA,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,15,488,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,-268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4694181,NA,NA,NA,NA,7,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-148,-525,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4695232,NA,NA,NA,NA,8,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-9,485,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,-347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4696258,NA,NA,NA,NA,9,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,138,-557,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4697597,NA,NA,NA,NA,10,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-81,496,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97,-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4698578,NA,NA,NA,NA,11,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-105,-506,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4700114,NA,NA,NA,NA,12,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-89,517,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,-422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4701025,NA,NA,NA,NA,13,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,42,-482,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4703025,NA,NA,NA,NA,14,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,10,520,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14,-361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4703909,NA,NA,NA,NA,15,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-17,-522,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4705190,NA,NA,NA,NA,16,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,36,488,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4706419,NA,NA,NA,NA,17,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,12,-501,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,NA,4707946,NA,NA,NA,NA,18,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,74,493,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36,-297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,1-4,0-1,,4707946,1,,,,19,Ad,Player1,Near,,,,,,,,,,12,-501,Down the Line,Backhand,,,,,,,,,,-160,380,,,1,,,,,,,,,,,,,,,,,,
30-30,1-4,0-1,1,4736279,NA,NA,NA,NA,1,Deuce,Player1,Near,0,T,17,213,1,T,-47,234,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,1-4,0-1,NA,4744934,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-42,477,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,-346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,1-4,0-1,NA,4745919,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-15,-501,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,1-4,0-1,NA,4746803,NA,NA,NA,NA,4,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-52,496,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,-261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,1-4,0-1,NA,4747958,1,4754240,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,123,-557,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135,480,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,1-4,0-1,1,4774618,NA,NA,NA,1,1,Ad,Player1,Near,1,T,14,213,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,1-4,0-1,NA,4776728,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,14,506,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,-429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,1-4,0-1,NA,4777828,NA,NA,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,14,-522,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,1-4,0-1,NA,4779855,NA,NA,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,27,338,Crosscourt,Forehand,NA,NA,NA,1,NA,NA,NA,NA,NA,-60,-360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,1-4,0-1,NA,4780670,1,4789651,NA,NA,5,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-135,-554,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,1,1,-21,509,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-5,0-1,1,4806429,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Body,78,-109,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-5,0-1,NA,4809445,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,185,-485,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-5,0-1,NA,4810325,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-23,477,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-124,-328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-5,0-1,NA,4811235,NA,NA,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-191,-546,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,1,-82,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,1-5,0-1,NA,4813588,1,4813940,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-76,141,Down the Line,Forehand,NA,1,1,NA,NA,NA,NA,1,NA,-52,-96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-5,0-1,1,4835456,NA,NA,NA,NA,1,Ad,Player2,Far,1,Body,-76,-181,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-5,0-1,NA,4838100,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-127,-536,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-5,0-1,NA,4840057,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,22,469,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,-240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-5,0-1,NA,4841181,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,187,-557,Down the Line,Forehand,1,NA,NA,NA,NA,NA,NA,NA,NA,150,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,1-5,0-1,NA,4843037,1,4846819,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,126,256,Crosscourt,Backhand,NA,1,NA,NA,NA,NA,NA,NA,NA,-87,-40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,1,4865970,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Body,54,-171,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,NA,4868889,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,129,-536,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,NA,4870075,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,3,445,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,-256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,NA,4871125,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,134,-549,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,NA,4872524,NA,NA,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-47,131,Crosscourt,Forehand,NA,1,NA,NA,1,NA,NA,NA,NA,51,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,NA,4874027,NA,NA,NA,NA,6,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,123,-163,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,1,NA,131,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,1-5,0-1,NA,4875168,1,4884049,NA,NA,7,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,123,232,Crosscourt,Backhand,NA,1,NA,NA,NA,1,1,1,NA,-82,-237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,1,4901738,NA,NA,NA,NA,1,Ad,Player2,Far,1,Body,-98,-218,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4903838,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-180,-549,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4905271,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,73,477,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151,-346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4906368,NA,NA,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-210,-533,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4907798,NA,NA,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-23,488,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,-333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4908913,NA,NA,NA,NA,6,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,190,-541,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4910380,NA,NA,NA,NA,7,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,137,498,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29,-245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4911369,NA,NA,NA,NA,8,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-79,-466,Crosscourt,Backhand,1,NA,NA,NA,NA,NA,NA,NA,NA,3,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4913104,NA,NA,NA,NA,9,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,22,496,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90,-197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4914250,NA,NA,NA,NA,10,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-207,-490,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,1-5,0-1,NA,4915726,1,4919890,NA,NA,11,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,67,485,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,1-5,0-1,1,4940010,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Body,99,-216,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,1-5,0-1,NA,4942560,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,185,-509,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,1-5,0-1,NA,4943986,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-143,469,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,-309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,1-5,0-1,NA,4945172,NA,NA,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-7,-549,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,1-5,0-1,NA,4946711,NA,NA,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,35,485,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,-306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,1-5,0-1,NA,4947940,1,4966664,NA,NA,6,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-29,-512,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146,450,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-5,0-1,1,4971326,NA,NA,NA,NA,1,Ad,Player2,Far,1,Body,-68,-181,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-5,0-1,,4971326,1,4971326,,,2,Ad,Player2,Far,,,,,,,,,,-143,-512,Down the Line,Forehand,,,,,,,,,,-15,465,,,,,1,,,,,,,,,,,,,,,,
