pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-0,2-1,0-1,,4653431.0,,,103,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-33.0,478.0,Crosscourt,Backhand,,,,,,,,,,34.0,-289.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
0-0,2-1,0-1,,4654343.0,,,103,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,93.0,-475.0,Down the Line,Forehand,,,,,,,,,,88.0,445.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Deep
0-0,2-1,0-1,,4656457.0,,,103,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,95.0,496.0,Crosscourt,Backhand,,,,,,,,,,-6.0,-259.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,2-1,0-1,,4657327.0,,,103,,5,Ad,Yuta Shimizu,Near,,,,,,,,,,-6.0,-488.0,Crosscourt,Forehand,,,,,,,,,,69.0,341.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,2-1,0-1,,4658135.0,,,103,,6,Ad,Yuta Shimizu,Near,,,,,,,,,,90.0,494.0,Down the Line,Backhand,,,,,,,,,,48.0,-230.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,2-1,0-1,,4659741.0,,,103,,7,Deuce,Yuta Shimizu,Near,,,,,,,,,,66.0,-502.0,Crosscourt,Forehand,,,,,,,,,,-78.0,328.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Short
0-0,2-1,0-1,,4661728.0,,,103,,8,Deuce,Yuta Shimizu,Near,,,,,,,,,,-118.0,502.0,Down the Line,Forehand,,,,,,,,,,-43.0,-350.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,
0-0,2-1,0-1,,4662659.0,,,103,,9,Deuce,Yuta Shimizu,Near,,,,,,,,,,58.0,-520.0,Down the Line,Forehand,,,,,,,,,,139.0,202.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
0-0,2-1,0-1,,4664575.0,,,103,,10,Ad,Yuta Shimizu,Near,,,,,,,,,,135.0,483.0,,Backhand,1.0,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,
0-0,2-1,0-1,,4665516.0,,,103,,11,Deuce,Yuta Shimizu,Near,,,,,,,,,,103.0,-376.0,Down the Line,Forehand,,,,,,,,,,99.0,197.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
0-0,2-1,0-1,,4667378.0,,,103,,12,Ad,Yuta Shimizu,Near,,,,,,,,,,122.0,483.0,Down the Line,Backhand,,,,,,,,,,34.0,-129.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,2-1,0-1,,4667910.0,,,103,,13,Deuce,Yuta Shimizu,Near,,,,,,,,,,18.0,-142.0,Crosscourt,Backhand,,1.0,,,,,,,,-46.0,419.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
0-0,2-1,0-1,,4669397.0,,,103,,14,Deuce,Yuta Shimizu,Near,,,,,,,,,,-57.0,496.0,Down the Line,Forehand,,,,,,,,,,-128.0,-51.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,2-1,0-1,,4670502.0,,,103,,15,Ad,Yuta Shimizu,Near,,,,,,,,,,-145.0,-35.0,Crosscourt,Forehand,,1.0,,,,,,,,61.0,173.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,2-1,0-1,,4671416.0,1.0,,103,,16,Ad,Yuta Shimizu,Near,,,,,,,,,,74.0,411.0,Down the Line,Backhand,,,,,,,,,,101.0,-449.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,0,,,Deep
15-0,2-1,0-1,1.0,4676183.0,,,104,,1,Ad,Yuta Shimizu,Near,1.0,Wide,111.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
15-0,2-1,0-1,,4697000.0,,,104,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,162.0,488.0,Crosscourt,Backhand,,,,,,,,,,-51.0,-246.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-0,2-1,0-1,,4697713.0,,,104,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-89.0,-448.0,Crosscourt,Forehand,,,,,,,,,,34.0,312.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
15-0,2-1,0-1,,4698729.0,,,104,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,101.0,488.0,Down the Line,Backhand,,,,,,,,,,34.0,-249.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-0,2-1,0-1,,4700904.0,,,104,,5,Deuce,Yuta Shimizu,Near,,,,,,,,,,66.0,-496.0,Down the Line,Forehand,,,,,,,,,,64.0,435.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Deep
15-0,2-1,0-1,,4701900.0,,,104,,6,Ad,Yuta Shimizu,Near,,,,,,,,,,95.0,480.0,Crosscourt,Backhand,,,,,,,,,,-75.0,-390.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
15-0,2-1,0-1,,4703035.0,,,104,,7,Ad,Yuta Shimizu,Near,,,,,,,,,,-70.0,-491.0,Crosscourt,Forehand,,,,,,,,,,42.0,363.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
15-0,2-1,0-1,,4704519.0,,,104,,8,Ad,Yuta Shimizu,Near,,,,,,,,,,119.0,494.0,Crosscourt,Forehand,,,,,,,,,,-64.0,-254.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
15-0,2-1,0-1,,4705510.0,1.0,,104,,9,Ad,Yuta Shimizu,Near,,,,,,,,,,-209.0,-569.0,Crosscourt,Forehand,1.0,,,,,,,,,67.0,475.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,Long
30-0,2-1,0-1,1.0,4707979.0,,,105,,1,Deuce,Yuta Shimizu,Near,1.0,T,-49.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
30-0,2-1,0-1,,4745364.0,,,105,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-78.0,443.0,Down the Line,Backhand,,,,,,,,,,-86.0,-430.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Deep
30-0,2-1,0-1,,4746366.0,,,105,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-83.0,-491.0,Crosscourt,Forehand,,,,,,,,,,42.0,269.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-0,2-1,0-1,,4747769.0,,,105,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,42.0,440.0,Down the Line,Backhand,,,,,,,,,,104.0,-395.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
30-0,2-1,0-1,,4748713.0,,,105,,5,Deuce,Yuta Shimizu,Near,,,,,,,,,,157.0,-552.0,Crosscourt,Backhand,,,,,,,,,,-56.0,50.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-0,2-1,0-1,,4750141.0,1.0,,105,,6,Deuce,Yuta Shimizu,Near,,,,,,,,,,-65.0,80.0,Down the Line,Forehand,,1.0,,,,,,,,-94.0,2.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,
30-15,2-1,0-1,1.0,4750142.0,,,106,,1,Ad,Yuta Shimizu,Near,0.0,Wide,176.0,229.0,1.0,Body,99.0,221.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
30-15,2-1,0-1,,4790398.0,,,106,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,134.0,486.0,Crosscourt,Backhand,,,,,,,,,,-18.0,-259.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-15,2-1,0-1,,4791737.0,,,106,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-29.0,-488.0,Crosscourt,Forehand,,,,,,,,,,83.0,256.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-15,2-1,0-1,,4793591.0,1.0,,106,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,142.0,486.0,Crosscourt,Backhand,,,,,,,,,,-13.0,-523.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,Long
30-30,2-1,0-1,1.0,4794947.0,,,107,,1,Deuce,Yuta Shimizu,Near,1.0,T,-13.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
30-30,2-1,0-1,,4819562.0,,,107,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-12.0,488.0,Crosscourt,Backhand,,,,,,,,,,39.0,-259.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
30-30,2-1,0-1,,4820701.0,1.0,,107,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,102.0,-462.0,Crosscourt,Forehand,,,,,,,,,,-57.0,-6.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,Rudy Quan,1,,,
40-30,2-1,0-1,1.0,4820702.0,,,108,,1,Ad,Yuta Shimizu,Near,0.0,T,34.0,280.0,1.0,Body,69.0,237.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
40-30,2-1,0-1,,4869963.0,,,108,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,141.0,448.0,Down the Line,Forehand,,,,,,,,,,99.0,-363.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Deep
40-30,2-1,0-1,,4870669.0,,,108,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,138.0,432.0,Down the Line,Forehand,,,,,,,,,,69.0,-334.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Short
40-30,2-1,0-1,,4871075.0,,,108,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,109.0,-499.0,Crosscourt,Backhand,,,,,,,,,,-51.0,371.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-30,2-1,0-1,,4871322.0,,,108,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,85.0,-512.0,Crosscourt,Backhand,,,,,,,,,,-43.0,371.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-30,2-1,0-1,,4872024.0,,,108,,4,Deuce,Yuta Shimizu,Near,,,,,,,,,,-49.0,496.0,Crosscourt,Forehand,,,,,,,,,,83.0,-342.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,2-1,0-1,,4872312.0,,,108,,4,Deuce,Yuta Shimizu,Near,,,,,,,,,,-70.0,502.0,Crosscourt,Forehand,,,,,,,,,,48.0,-342.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,2-1,0-1,,4873825.0,,,108,,5,Deuce,Yuta Shimizu,Near,,,,,,,,,,95.0,-499.0,Down the Line,Backhand,,,,,,,,,,152.0,277.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
40-30,2-1,0-1,,4876161.0,,,108,,6,Ad,Yuta Shimizu,Near,,,,,,,,,,146.0,480.0,Crosscourt,Backhand,,,,1.0,,,,,,-22.0,-254.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,2-1,0-1,,4876895.0,1.0,,108,,7,Ad,Yuta Shimizu,Near,,,,,,,,,,-110.0,-478.0,Down the Line,Forehand,,,,,,,,,,-75.0,472.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,Long
0-0,3-1,0-1,1.0,4910813.0,,,109,,1,Deuce,Rudy Quan,Far,1.0,Body,87.0,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
0-0,3-1,0-1,,4944921.0,,,109,,2,Deuce,Rudy Quan,Far,,,,,,,,,,146.0,-491.0,Crosscourt,Backhand,,,,,,,,,,-62.0,269.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
0-0,3-1,0-1,,4946603.0,,,109,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-89.0,480.0,Crosscourt,Forehand,,,,,,,,,,96.0,-345.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-0,3-1,0-1,,4947974.0,,,109,,4,Deuce,Rudy Quan,Far,,,,,,,,,,119.0,-475.0,Crosscourt,Backhand,,,,,,,,,,-64.0,419.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-0,3-1,0-1,,4949081.0,1.0,,109,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-83.0,494.0,Down the Line,Forehand,,,,,,,,,,-11.0,-470.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,Long
0-15,3-1,0-1,1.0,4950807.0,,,110,,1,Ad,Rudy Quan,Far,1.0,Body,-91.0,-198.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
0-15,3-1,0-1,,4969075.0,,,110,,2,Ad,Rudy Quan,Far,,,,,,,,,,-94.0,-507.0,Down the Line,Forehand,,,,,,,,,,-8.0,403.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4970507.0,,,110,,3,Ad,Rudy Quan,Far,,,,,,,,,,58.0,488.0,Down the Line,Forehand,,,,,,,,,,91.0,-257.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,,0,,,Short
0-15,3-1,0-1,,4971710.0,,,110,,4,Deuce,Rudy Quan,Far,,,,,,,,,,144.0,-550.0,Down the Line,Backhand,,,,,,,,,,67.0,440.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4973440.0,,,110,,5,Ad,Rudy Quan,Far,,,,,,,,,,66.0,486.0,Down the Line,Backhand,,,,,,,,,,69.0,-262.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-15,3-1,0-1,,4974714.0,,,110,,6,Deuce,Rudy Quan,Far,,,,,,,,,,119.0,-510.0,Down the Line,Forehand,,,,,,,,,,104.0,296.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
0-15,3-1,0-1,,4976702.0,,,110,,7,Ad,Rudy Quan,Far,,,,,,,,,,138.0,488.0,Crosscourt,Backhand,,,,,,,,,,-104.0,-201.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-15,3-1,0-1,,4977581.0,,,110,,8,Ad,Rudy Quan,Far,,,,,,,,,,-211.0,-462.0,Crosscourt,Forehand,,,,,,,,,,16.0,416.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4979020.0,,,110,,9,Ad,Rudy Quan,Far,,,,,,,,,,130.0,494.0,Crosscourt,Forehand,,,,,,,,,,-80.0,-209.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,1,,,,0,,,Short
0-15,3-1,0-1,,4980118.0,,,110,,10,Ad,Rudy Quan,Far,,,,,,,,,,-113.0,-550.0,Crosscourt,Forehand,1.0,,,,,,,,,56.0,232.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
0-15,3-1,0-1,,4982319.0,,,110,,11,Ad,Rudy Quan,Far,,,,,,,,,,63.0,427.0,Down the Line,Backhand,1.0,,,,,,,,,96.0,-342.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-15,3-1,0-1,,4983604.0,,,110,,12,Deuce,Rudy Quan,Far,,,,,,,,,,119.0,-502.0,Crosscourt,Backhand,,,,,,,,,,-128.0,419.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4984960.0,,,110,,13,Deuce,Rudy Quan,Far,,,,,,,,,,-139.0,494.0,Down the Line,Forehand,,,,,,,,,,-11.0,-371.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
0-15,3-1,0-1,,4986192.0,,,110,,14,Deuce,Rudy Quan,Far,,,,,,,,,,85.0,-526.0,Down the Line,Forehand,,,,,,,,,,69.0,451.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Deep
0-15,3-1,0-1,,4987537.0,,,110,,15,Ad,Rudy Quan,Far,,,,,,,,,,71.0,486.0,Down the Line,Backhand,,,,,,,,,,83.0,-283.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-15,3-1,0-1,,4988756.0,,,110,,16,Deuce,Rudy Quan,Far,,,,,,,,,,55.0,-464.0,Crosscourt,Backhand,,,,,,,,,,-78.0,421.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4990096.0,,,110,,17,Deuce,Rudy Quan,Far,,,,,,,,,,-78.0,496.0,Crosscourt,Forehand,,,,,,,,,,37.0,-307.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-15,3-1,0-1,,4991377.0,,,110,,18,Deuce,Rudy Quan,Far,,,,,,,,,,69.0,-499.0,Down the Line,Backhand,,,,,,,,,,96.0,400.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-15,3-1,0-1,,4992750.0,,,110,,19,Ad,Rudy Quan,Far,,,,,,,,,,82.0,478.0,Crosscourt,Backhand,,,,,,,,,,-78.0,-262.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
