pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-40,1-0,0-0,,534984,,,12,,6,Ad,Aadarsh Tripathi,Near,,,,,,,,,,38.0,496.0,Down the Line,Backhand,,,,,,,,,,131.0,-369.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-40,1-0,0-0,,536127,1.0,536137.0,12,,7,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,251.0,-530.0,Down the Line,Forehand,,,,,,,,,,283.0,-214.0,,1.0,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,
0-0,1-1,0-0,1.0,572964,,,13,,1,Deuce,Theo Dean,Far,1.0,Wide,153.0,-121.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
0-0,1-1,0-0,,576061,,,13,,2,Deuce,Theo Dean,Far,,,,,,,,,,329.0,-432.0,Crosscourt,Forehand,,,,,,,,,,-42.0,73.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-1,0-0,,578225,,,13,,3,Deuce,Theo Dean,Far,,,,,,,,,,-66.0,77.0,Down the Line,Forehand,,,,,,,,1,,-146.0,-406.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
0-0,1-1,0-0,,579751,,,13,,4,Ad,Theo Dean,Far,,,,,,,,,,-188.0,-504.0,Down the Line,Backhand,,,,,,,,,1.0,-60.0,119.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,1-1,0-0,,580846,,,13,,5,Deuce,Theo Dean,Far,,,,,,,,,,-103.0,133.0,Down the Line,Forehand,,,1.0,,,,,1,,-21.0,-345.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,1-1,0-0,,580847,1.0,583695.0,13,,6,Deuce,Theo Dean,Far,,,,,,,,,,27.0,-517.0,Down the Line,Forehand,,,,,,,,,1.0,102.0,484.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,Long
0-15,1-1,0-0,1.0,605728,1.0,621226.0,14,,1,Ad,Theo Dean,Far,0.0,Wide,-167.0,-220.0,0.0,Body,-92.0,15.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,1,Aadarsh Tripathi,,Double Fault,Body,
15-15,1-1,0-0,1.0,646391,,,15,,1,Deuce,Theo Dean,Far,1.0,Body,97.0,-191.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
15-15,1-1,0-0,,648825,,,15,,2,Deuce,Theo Dean,Far,,,,,,,,,,238.0,-504.0,Crosscourt,Forehand,,,,,,,,,,-55.0,329.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-15,1-1,0-0,,651143,,,15,,3,Deuce,Theo Dean,Far,,,,,,,,,,-50.0,490.0,Crosscourt,Forehand,,,,,,,,,,123.0,-332.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-15,1-1,0-0,,651835,,,15,,4,Deuce,Theo Dean,Far,,,,,,,,,,155.0,-509.0,Crosscourt,Forehand,,,,,,,,,,-130.0,404.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
15-15,1-1,0-0,,652914,,,15,,5,Deuce,Theo Dean,Far,,,,,,,,,,-156.0,493.0,Down the Line,Forehand,,,,,,,,,,-106.0,-340.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-15,1-1,0-0,,654089,,,15,,6,Ad,Theo Dean,Far,,,,,,,,,,-71.0,-496.0,Crosscourt,Backhand,,,,,,,,,,51.0,332.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-15,1-1,0-0,,655794,,,15,,7,Ad,Theo Dean,Far,,,,,,,,,,59.0,493.0,Down the Line,Backhand,,,,,,,,,,70.0,-313.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-15,1-1,0-0,,656744,1.0,657735.0,15,,8,Deuce,Theo Dean,Far,,,,,,,,,,113.0,-512.0,Crosscourt,Forehand,,,,,,,,,,-31.0,-12.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-30,1-1,0-0,1.0,682192,,,16,,1,Ad,Theo Dean,Far,1.0,Body,-87.0,-199.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
15-30,1-1,0-0,,685150,,,16,,2,Ad,Theo Dean,Far,,,,,,,,,,-138.0,-512.0,Crosscourt,Backhand,,,,,,,,,,25.0,377.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
15-30,1-1,0-0,,686506,,,16,,3,Ad,Theo Dean,Far,,,,,,,,,,35.0,472.0,Crosscourt,Forehand,,,,,,,,,,-135.0,-385.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,1.0,,,,,,,Deep
15-30,1-1,0-0,,687776,1.0,689417.0,16,,4,Ad,Theo Dean,Far,,,,,,,,,,-295.0,-541.0,Crosscourt,Backhand,,,,,,,,,,198.0,412.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-40,1-1,0-0,1.0,706893,,,17,1.0,1,Deuce,Theo Dean,Far,1.0,Wide,131.0,-175.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
15-40,1-1,0-0,,709878,,,17,,2,Deuce,Theo Dean,Far,,,,,,,,,,241.0,-453.0,Crosscourt,Forehand,,,,,,,,,,-52.0,358.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
15-40,1-1,0-0,,711226,,,17,,3,Deuce,Theo Dean,Far,,,,,,,,,,-63.0,469.0,Down the Line,Forehand,,,,,,,,,,-60.0,-444.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
15-40,1-1,0-0,,714755,,,17,,4,Ad,Theo Dean,Far,,,,,,,,,,-21.0,-594.0,Crosscourt,Forehand,,,,,,,,,,11.0,401.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,1.0,,,,,,,Deep
15-40,1-1,0-0,,715945,,,17,,5,Ad,Theo Dean,Far,,,,,,,,,,54.0,466.0,Crosscourt,Forehand,,,,,,,,,,-23.0,-342.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,1.0,,,,,,,Short
15-40,1-1,0-0,,716804,1.0,717748.0,17,,6,Ad,Theo Dean,Far,,,,,,,,,,-13.0,-474.0,Crosscourt,Forehand,,,,,,,,,,62.0,-9.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,1.0,,,Theo Dean,1,,,
0-0,1-2,0-0,1.0,815006,,,18,,1,Deuce,Aadarsh Tripathi,Far,0.0,T,41.0,9.0,1.0,T,49.0,-121.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,T,
0-0,1-2,0-0,,828667,,,18,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,91.0,-424.0,Crosscourt,Forehand,,,,,,,,,,-39.0,337.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
0-0,1-2,0-0,,829776,,,18,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-79.0,472.0,Crosscourt,Forehand,,,,,,,,,,17.0,-404.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
0-0,1-2,0-0,,830897,,,18,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,62.0,-477.0,Crosscourt,Forehand,,,,,,,,,,-76.0,358.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
0-0,1-2,0-0,,832325,,,18,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-127.0,477.0,Crosscourt,Forehand,,,,,,,,,,97.0,-324.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
0-0,1-2,0-0,,833469,,,18,,6,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,206.0,-541.0,Crosscourt,Forehand,,,,,,,,,,-71.0,305.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
0-0,1-2,0-0,,834993,,,18,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-63.0,314.0,Down the Line,Forehand,1.0,,,1.0,,,,,,-76.0,-262.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
0-0,1-2,0-0,,835796,,,18,,8,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-76.0,-322.0,Crosscourt,Backhand,,,,,,,,,1.0,62.0,228.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
0-0,1-2,0-0,,837918,1.0,838176.0,18,,9,Ad,Aadarsh Tripathi,Far,,,,,,,,,,67.0,232.0,Crosscourt,Forehand,,,1.0,,,,1,,,-74.0,-100.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,Aadarsh Tripathi,,,,Short
15-0,1-2,0-0,1.0,865749,,,19,,1,Ad,Aadarsh Tripathi,Far,0.0,Wide,-119.0,15.0,1.0,Body,-98.0,-137.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
15-0,1-2,0-0,,876940,1.0,880874.0,19,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-148.0,-386.0,Crosscourt,Backhand,,,,,,,,,,129.0,377.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Theo Dean,,,,Deep
15-15,1-2,0-0,1.0,913512,1.0,933435.0,20,,1,Deuce,Aadarsh Tripathi,Far,0.0,Body,89.0,15.0,0.0,Body,65.0,9.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,1,Theo Dean,,Double Fault,Body,
15-30,1-2,0-0,1.0,954463,,,21,,1,Ad,Aadarsh Tripathi,Far,1.0,Body,-87.0,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Body,
15-30,1-2,0-0,,957270,,,21,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-196.0,-514.0,Crosscourt,Backhand,,,,,,,,,,30.0,342.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
15-30,1-2,0-0,,958400,,,21,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,59.0,469.0,Down the Line,Forehand,,,,,,,,,,70.0,-446.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,1.0,,,,,,Deep
15-30,1-2,0-0,,960561,,,21,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,91.0,-562.0,Down the Line,Forehand,,,,,,,,,,70.0,270.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
15-30,1-2,0-0,,960649,,,21,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,78.0,466.0,Crosscourt,Forehand,,,,,,,,,,-84.0,-297.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
15-30,1-2,0-0,,962003,,,21,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-183.0,-565.0,Down the Line,Backhand,,,,,,,,,,-100.0,380.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-30,1-2,0-0,,963683,,,21,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-116.0,496.0,Crosscourt,Forehand,,,,,,,,,,139.0,-329.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,1-2,0-0,,965040,,,21,,8,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,219.0,-501.0,Down the Line,Forehand,,,,,,,,,,33.0,398.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-30,1-2,0-0,,966157,,,21,,9,Ad,Aadarsh Tripathi,Far,,,,,,,,,,46.0,472.0,Crosscourt,Backhand,,,,,,,,,,-66.0,-286.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,1-2,0-0,,968285,1.0,969102.0,21,,10,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-178.0,-541.0,Crosscourt,Backhand,1.0,,,,,,,,,59.0,-9.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,
30-30,1-2,0-0,1.0,1006790,,,22,,1,Deuce,Aadarsh Tripathi,Far,1.0,Body,51.0,-241.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Body,
30-30,1-2,0-0,,1009581,1.0,1009591.0,22,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,67.0,-472.0,Down the Line,Backhand,,,,,,,,,,19.0,-7.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,1.0,,Aadarsh Tripathi,1,,,
40-30,1-2,0-0,1.0,1033788,,,23,,1,Ad,Aadarsh Tripathi,Far,0.0,T,-15.0,-254.0,1.0,Body,-103.0,-151.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
40-30,1-2,0-0,,1047017,,,23,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-164.0,-349.0,Crosscourt,Backhand,,,,,,,,,,3.0,324.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
40-30,1-2,0-0,,1047864,1.0,1048682.0,23,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,30.0,469.0,Crosscourt,Forehand,,,,,,,,,,-29.0,7.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,Theo Dean,1,,,
40-40,1-2,0-0,1.0,1075842,,,24,1.0,1,Ad,Aadarsh Tripathi,Far,0.0,Wide,-170.0,-201.0,1.0,Body,-95.0,-143.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
40-40,1-2,0-0,,1089453,,,24,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-130.0,-341.0,Crosscourt,Backhand,,,,,,,,,,33.0,329.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
40-40,1-2,0-0,,1090523,,,24,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,65.0,477.0,Crosscourt,Backhand,,,,,,,,,,-10.0,-342.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
40-40,1-2,0-0,,1092227,,,24,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,6.0,-509.0,Crosscourt,Forehand,,,,,,,,,,-15.0,324.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
40-40,1-2,0-0,,1093263,,,24,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-34.0,472.0,Down the Line,Forehand,,,,,,,,,,-127.0,-313.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
40-40,1-2,0-0,,1094620,,,24,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-175.0,-512.0,Crosscourt,Backhand,,,,,,,,,,22.0,356.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
40-40,1-2,0-0,,1095932,,,24,,7,Ad,Aadarsh Tripathi,Far,,,,,,,,,,65.0,472.0,Crosscourt,Forehand,,,,,,,,,,-90.0,-308.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
